,Data,Cum dec,Actual Label,ECG decision,mlp decision
4534,"BPM                       101.522843
EGM Mean RV                 0.099688
EGM STD RV                  0.146998
EGM Skewness RV             2.166101
EGM Kurtosis RV             3.884404
R-R Interval RV           591.000000
Per Mean                   65.493905
Per STD                    10.171796
Per Skewness               -0.401426
Per Kurtosis               -1.217626
Current Perfusion Grad     48.542902
Quality of Perfusion        2.857992
Perfusion Amplitude         3.445419
Name: 4534, dtype: float64",no-shock,Slow,no-shock,[1.]
4535,"BPM                       103.092784
EGM Mean RV                 0.152220
EGM STD RV                  0.185827
EGM Skewness RV             1.406969
EGM Kurtosis RV             0.548669
R-R Interval RV           582.000000
Per Mean                   63.267876
Per STD                     8.253542
Per Skewness               -0.571013
Per Kurtosis               -0.668286
Current Perfusion Grad     28.742154
Quality of Perfusion        2.750110
Perfusion Amplitude         2.813766
Name: 4535, dtype: float64",no-shock,Slow,no-shock,[1.]
4536,"BPM                       103.092784
EGM Mean RV                 0.127959
EGM STD RV                  0.156794
EGM Skewness RV             1.303297
EGM Kurtosis RV             0.198221
R-R Interval RV           582.000000
Per Mean                   57.168839
Per STD                     9.676317
Per Skewness               -0.276642
Per Kurtosis               -1.370536
Current Perfusion Grad     41.500907
Quality of Perfusion        2.852426
Perfusion Amplitude         3.278751
Name: 4536, dtype: float64",no-shock,Slow,no-shock,[1.]
4537,"BPM                       103.448276
EGM Mean RV                 0.136534
EGM STD RV                  0.159047
EGM Skewness RV             1.295012
EGM Kurtosis RV             0.178280
R-R Interval RV           580.000000
Per Mean                   55.302524
Per STD                    10.223618
Per Skewness               -0.264897
Per Kurtosis               -1.205360
Current Perfusion Grad     36.253613
Quality of Perfusion        2.858625
Perfusion Amplitude         3.120593
Name: 4537, dtype: float64",no-shock,Slow,no-shock,[1.]
4538,"BPM                       108.499096
EGM Mean RV                 0.146644
EGM STD RV                  0.181025
EGM Skewness RV             1.164930
EGM Kurtosis RV            -0.212798
R-R Interval RV           553.000000
Per Mean                   51.224583
Per STD                    10.935765
Per Skewness               -0.347838
Per Kurtosis               -1.277398
Current Perfusion Grad     50.028398
Quality of Perfusion        2.961476
Perfusion Amplitude         3.362785
Name: 4538, dtype: float64",no-shock,Slow,no-shock,[1.]
4539,"BPM                        95.846645
EGM Mean RV                 0.127032
EGM STD RV                  0.170326
EGM Skewness RV             1.612034
EGM Kurtosis RV             1.265106
R-R Interval RV           626.000000
Per Mean                   61.018195
Per STD                    12.811364
Per Skewness               -0.585642
Per Kurtosis               -0.920810
Current Perfusion Grad     53.800218
Quality of Perfusion        3.068200
Perfusion Amplitude         3.596797
Name: 4539, dtype: float64",no-shock,Slow,no-shock,[1.]
4540,"BPM                       105.078809
EGM Mean RV                 0.185407
EGM STD RV                  0.223224
EGM Skewness RV             1.244020
EGM Kurtosis RV            -0.007940
R-R Interval RV           571.000000
Per Mean                   58.791430
Per STD                    11.068034
Per Skewness               -0.275696
Per Kurtosis               -1.338883
Current Perfusion Grad     45.188281
Quality of Perfusion        2.938546
Perfusion Amplitude         3.192925
Name: 4540, dtype: float64",no-shock,Slow,no-shock,[1.]
4541,"BPM                       101.351351
EGM Mean RV                 0.150777
EGM STD RV                  0.207808
EGM Skewness RV             1.618126
EGM Kurtosis RV             1.403251
R-R Interval RV           592.000000
Per Mean                   54.156677
Per STD                    13.232055
Per Skewness               -0.578466
Per Kurtosis               -0.914120
Current Perfusion Grad     54.056685
Quality of Perfusion        2.984980
Perfusion Amplitude         3.524286
Name: 4541, dtype: float64",no-shock,Slow,no-shock,[1.]
4542,"BPM                       103.626943
EGM Mean RV                 0.127627
EGM STD RV                  0.149667
EGM Skewness RV             1.216428
EGM Kurtosis RV            -0.061738
R-R Interval RV           579.000000
Per Mean                   61.172987
Per STD                    12.962362
Per Skewness               -0.759603
Per Kurtosis               -0.718538
Current Perfusion Grad     55.250077
Quality of Perfusion        3.086726
Perfusion Amplitude         3.604361
Name: 4542, dtype: float64",no-shock,Slow,no-shock,[1.]
4543,"BPM                       106.382979
EGM Mean RV                 0.131778
EGM STD RV                  0.154236
EGM Skewness RV             1.225749
EGM Kurtosis RV            -0.044418
R-R Interval RV           564.000000
Per Mean                   63.046475
Per STD                    10.577437
Per Skewness               -0.706916
Per Kurtosis               -0.810853
Current Perfusion Grad     48.005514
Quality of Perfusion        3.095500
Perfusion Amplitude         3.370865
Name: 4543, dtype: float64",no-shock,Slow,no-shock,[1.]
4544,"BPM                        98.684211
EGM Mean RV                 0.121548
EGM STD RV                  0.165799
EGM Skewness RV             1.729013
EGM Kurtosis RV             1.854597
R-R Interval RV           608.000000
Per Mean                   70.894935
Per STD                     7.505739
Per Skewness               -0.436517
Per Kurtosis               -0.922415
Current Perfusion Grad     43.229069
Quality of Perfusion        3.078699
Perfusion Amplitude         3.120355
Name: 4544, dtype: float64",no-shock,Slow,no-shock,[1.]
4545,"BPM                       103.806228
EGM Mean RV                 0.176806
EGM STD RV                  0.224414
EGM Skewness RV             1.302213
EGM Kurtosis RV             0.125429
R-R Interval RV           578.000000
Per Mean                   69.954442
Per STD                     6.246561
Per Skewness                0.094606
Per Kurtosis               -1.356825
Current Perfusion Grad     23.310179
Quality of Perfusion        2.989546
Perfusion Amplitude         2.604879
Name: 4545, dtype: float64",no-shock,Slow,no-shock,[1.]
4546,"BPM                       102.739726
EGM Mean RV                 0.147215
EGM STD RV                  0.204057
EGM Skewness RV             1.793512
EGM Kurtosis RV             2.090126
R-R Interval RV           584.000000
Per Mean                   68.851961
Per STD                     6.934854
Per Skewness               -0.360560
Per Kurtosis               -1.115872
Current Perfusion Grad     39.693553
Quality of Perfusion        3.041781
Perfusion Amplitude         2.904744
Name: 4546, dtype: float64",no-shock,Slow,no-shock,[1.]
4547,"BPM                       102.915952
EGM Mean RV                 0.116744
EGM STD RV                  0.135701
EGM Skewness RV             1.512529
EGM Kurtosis RV             1.133381
R-R Interval RV           583.000000
Per Mean                   76.160989
Per STD                     6.788997
Per Skewness               -0.598300
Per Kurtosis               -0.832130
Current Perfusion Grad     39.465083
Quality of Perfusion        2.991603
Perfusion Amplitude         3.048174
Name: 4547, dtype: float64",no-shock,Slow,no-shock,[1.]
4548,"BPM                       102.739726
EGM Mean RV                 0.133350
EGM STD RV                  0.162825
EGM Skewness RV             1.369129
EGM Kurtosis RV             0.408843
R-R Interval RV           584.000000
Per Mean                   74.604994
Per STD                     5.463536
Per Skewness               -0.605351
Per Kurtosis               -0.395306
Current Perfusion Grad     14.140306
Quality of Perfusion        2.984557
Perfusion Amplitude         2.117906
Name: 4548, dtype: float64",no-shock,Slow,no-shock,[1.]
4549,"BPM                       102.739726
EGM Mean RV                 0.136053
EGM STD RV                  0.153877
EGM Skewness RV             1.291742
EGM Kurtosis RV             0.184717
R-R Interval RV           584.000000
Per Mean                   71.880578
Per STD                     6.484306
Per Skewness               -0.223773
Per Kurtosis               -1.360962
Current Perfusion Grad     25.969303
Quality of Perfusion        3.019635
Perfusion Amplitude         2.774124
Name: 4549, dtype: float64",no-shock,Slow,no-shock,[1.]
4550,"BPM                       103.626943
EGM Mean RV                 0.164553
EGM STD RV                  0.198309
EGM Skewness RV             1.269369
EGM Kurtosis RV             0.109198
R-R Interval RV           579.000000
Per Mean                   65.258002
Per STD                     6.951963
Per Skewness               -0.318246
Per Kurtosis               -1.189091
Current Perfusion Grad     25.842367
Quality of Perfusion        2.971683
Perfusion Amplitude         2.743870
Name: 4550, dtype: float64",no-shock,Slow,no-shock,[1.]
4551,"BPM                       105.633803
EGM Mean RV                 0.174120
EGM STD RV                  0.223135
EGM Skewness RV             1.218755
EGM Kurtosis RV            -0.105821
R-R Interval RV           568.000000
Per Mean                   59.920013
Per STD                     7.680448
Per Skewness               -0.272033
Per Kurtosis               -1.266533
Current Perfusion Grad     30.361126
Quality of Perfusion        2.965173
Perfusion Amplitude         2.886197
Name: 4551, dtype: float64",no-shock,Slow,no-shock,[1.]
4552,"BPM                        99.337748
EGM Mean RV                 0.134108
EGM STD RV                  0.186971
EGM Skewness RV             1.509111
EGM Kurtosis RV             0.781767
R-R Interval RV           604.000000
Per Mean                   64.458243
Per STD                     8.100574
Per Skewness               -0.279798
Per Kurtosis               -1.232966
Current Perfusion Grad     32.639957
Quality of Perfusion        3.063087
Perfusion Amplitude         2.982024
Name: 4552, dtype: float64",no-shock,Slow,no-shock,[1.]
4553,"BPM                       103.626943
EGM Mean RV                 0.144473
EGM STD RV                  0.191717
EGM Skewness RV             1.370796
EGM Kurtosis RV             0.396964
R-R Interval RV           579.000000
Per Mean                   60.122515
Per STD                     8.729231
Per Skewness               -0.991001
Per Kurtosis               -0.105805
Current Perfusion Grad      9.721859
Quality of Perfusion        2.952097
Perfusion Amplitude         1.791160
Name: 4553, dtype: float64",no-shock,Slow,no-shock,[1.]
4554,"BPM                       102.214651
EGM Mean RV                 0.127861
EGM STD RV                  0.154665
EGM Skewness RV             1.481329
EGM Kurtosis RV             0.918433
R-R Interval RV           587.000000
Per Mean                   54.794025
Per STD                     9.024417
Per Skewness               -0.632981
Per Kurtosis               -0.419096
Current Perfusion Grad     20.966258
Quality of Perfusion        2.969501
Perfusion Amplitude         2.522012
Name: 4554, dtype: float64",no-shock,Slow,no-shock,[1.]
4555,"BPM                       103.806228
EGM Mean RV                 0.127863
EGM STD RV                  0.156650
EGM Skewness RV             1.528089
EGM Kurtosis RV             1.256485
R-R Interval RV           578.000000
Per Mean                   59.733906
Per STD                     8.523898
Per Skewness               -0.456602
Per Kurtosis               -0.785852
Current Perfusion Grad     27.701157
Quality of Perfusion        3.135584
Perfusion Amplitude         2.812031
Name: 4555, dtype: float64",no-shock,Slow,no-shock,[1.]
4556,"BPM                       102.389078
EGM Mean RV                 0.164272
EGM STD RV                  0.204790
EGM Skewness RV             1.294691
EGM Kurtosis RV             0.120382
R-R Interval RV           586.000000
Per Mean                   62.286309
Per STD                     7.941219
Per Skewness               -0.723928
Per Kurtosis               -0.300135
Current Perfusion Grad     22.701057
Quality of Perfusion        3.094471
Perfusion Amplitude         2.597373
Name: 4556, dtype: float64",no-shock,Slow,no-shock,[1.]
4557,"BPM                       102.915952
EGM Mean RV                 0.158796
EGM STD RV                  0.201558
EGM Skewness RV             1.330049
EGM Kurtosis RV             0.342805
R-R Interval RV           583.000000
Per Mean                   63.924135
Per STD                     7.746965
Per Skewness               -0.371792
Per Kurtosis               -1.333861
Current Perfusion Grad     33.546634
Quality of Perfusion        3.029362
Perfusion Amplitude         2.970100
Name: 4557, dtype: float64",no-shock,Slow,no-shock,[1.]
4558,"BPM                       103.626943
EGM Mean RV                 0.148477
EGM STD RV                  0.190885
EGM Skewness RV             1.311662
EGM Kurtosis RV             0.204333
R-R Interval RV           579.000000
Per Mean                   63.624075
Per STD                     8.593196
Per Skewness               -0.312697
Per Kurtosis               -1.396264
Current Perfusion Grad     34.635285
Quality of Perfusion        3.033528
Perfusion Amplitude         2.990417
Name: 4558, dtype: float64",no-shock,Slow,no-shock,[1.]
4559,"BPM                       102.040816
EGM Mean RV                 0.149768
EGM STD RV                  0.197323
EGM Skewness RV             1.411015
EGM Kurtosis RV             0.598227
R-R Interval RV           588.000000
Per Mean                   64.254866
Per STD                     9.999903
Per Skewness               -0.567513
Per Kurtosis               -0.988089
Current Perfusion Grad     44.231504
Quality of Perfusion        2.991698
Perfusion Amplitude         3.343909
Name: 4559, dtype: float64",no-shock,Slow,no-shock,[1.]
4560,"BPM                       102.739726
EGM Mean RV                 0.133148
EGM STD RV                  0.170422
EGM Skewness RV             1.297669
EGM Kurtosis RV             0.146397
R-R Interval RV           584.000000
Per Mean                   71.702644
Per STD                    11.105505
Per Skewness               -0.809437
Per Kurtosis               -0.611263
Current Perfusion Grad     47.818439
Quality of Perfusion        2.976911
Perfusion Amplitude         3.522804
Name: 4560, dtype: float64",no-shock,Slow,no-shock,[1.]
4561,"BPM                       103.626943
EGM Mean RV                 0.159906
EGM STD RV                  0.201375
EGM Skewness RV             1.201006
EGM Kurtosis RV            -0.119743
R-R Interval RV           579.000000
Per Mean                   71.454113
Per STD                     6.806449
Per Skewness               -0.243706
Per Kurtosis               -1.423476
Current Perfusion Grad     33.732981
Quality of Perfusion        3.019982
Perfusion Amplitude         2.880821
Name: 4561, dtype: float64",no-shock,Slow,no-shock,[1.]
4562,"BPM                        99.173554
EGM Mean RV                 0.142464
EGM STD RV                  0.182940
EGM Skewness RV             1.529080
EGM Kurtosis RV             1.197975
R-R Interval RV           605.000000
Per Mean                   67.689486
Per STD                    10.209209
Per Skewness               -0.804144
Per Kurtosis               -0.667206
Current Perfusion Grad     45.834124
Quality of Perfusion        3.047295
Perfusion Amplitude         3.410115
Name: 4562, dtype: float64",no-shock,Slow,no-shock,[1.]
4563,"BPM                       106.761566
EGM Mean RV                 0.132649
EGM STD RV                  0.180308
EGM Skewness RV             1.857767
EGM Kurtosis RV             2.570036
R-R Interval RV           562.000000
Per Mean                   72.912561
Per STD                     9.175132
Per Skewness               -0.813612
Per Kurtosis               -0.632796
Current Perfusion Grad     43.465495
Quality of Perfusion        2.995279
Perfusion Amplitude         3.313706
Name: 4563, dtype: float64",no-shock,Slow,no-shock,[1.]
4564,"BPM                       102.214651
EGM Mean RV                 0.173893
EGM STD RV                  0.231443
EGM Skewness RV             1.366857
EGM Kurtosis RV             0.328702
R-R Interval RV           587.000000
Per Mean                   72.580389
Per STD                     6.800635
Per Skewness               -0.698042
Per Kurtosis               -0.760627
Current Perfusion Grad     33.768305
Quality of Perfusion        2.984352
Perfusion Amplitude         2.957867
Name: 4564, dtype: float64",no-shock,Slow,no-shock,[1.]
4565,"BPM                       102.915952
EGM Mean RV                 0.160565
EGM STD RV                  0.204500
EGM Skewness RV             1.404977
EGM Kurtosis RV             0.640304
R-R Interval RV           583.000000
Per Mean                   71.645839
Per STD                     8.826391
Per Skewness               -0.815787
Per Kurtosis               -0.566826
Current Perfusion Grad     42.748726
Quality of Perfusion        2.985869
Perfusion Amplitude         3.260657
Name: 4565, dtype: float64",no-shock,Slow,no-shock,[1.]
4566,"BPM                       103.448276
EGM Mean RV                 0.142117
EGM STD RV                  0.174265
EGM Skewness RV             1.355000
EGM Kurtosis RV             0.385809
R-R Interval RV           580.000000
Per Mean                   71.520907
Per STD                     8.691701
Per Skewness               -0.746038
Per Kurtosis               -0.669186
Current Perfusion Grad     43.243982
Quality of Perfusion        2.966694
Perfusion Amplitude         3.215810
Name: 4566, dtype: float64",no-shock,Slow,no-shock,[1.]
4567,"BPM                       102.040816
EGM Mean RV                 0.144665
EGM STD RV                  0.184624
EGM Skewness RV             1.429976
EGM Kurtosis RV             0.683801
R-R Interval RV           588.000000
Per Mean                   67.287717
Per STD                     9.393600
Per Skewness               -0.842591
Per Kurtosis               -0.513581
Current Perfusion Grad     47.191672
Quality of Perfusion        3.043367
Perfusion Amplitude         3.342338
Name: 4567, dtype: float64",no-shock,Slow,no-shock,[1.]
4568,"BPM                       102.739726
EGM Mean RV                 0.134834
EGM STD RV                  0.155514
EGM Skewness RV             1.376363
EGM Kurtosis RV             0.367375
R-R Interval RV           584.000000
Per Mean                   73.111155
Per STD                     9.886558
Per Skewness               -0.893866
Per Kurtosis               -0.318195
Current Perfusion Grad     48.811179
Quality of Perfusion        2.903207
Perfusion Amplitude         3.469199
Name: 4568, dtype: float64",no-shock,Slow,no-shock,[1.]
4569,"BPM                       103.806228
EGM Mean RV                 0.161598
EGM STD RV                  0.189228
EGM Skewness RV             1.337274
EGM Kurtosis RV             0.309785
R-R Interval RV           578.000000
Per Mean                   69.745375
Per STD                     7.255531
Per Skewness               -0.353887
Per Kurtosis               -1.294969
Current Perfusion Grad     39.657312
Quality of Perfusion        3.010773
Perfusion Amplitude         3.035282
Name: 4569, dtype: float64",no-shock,Slow,no-shock,[1.]
4570,"BPM                       106.382979
EGM Mean RV                 0.163341
EGM STD RV                  0.203261
EGM Skewness RV             1.322807
EGM Kurtosis RV             0.301939
R-R Interval RV           564.000000
Per Mean                   64.190905
Per STD                    10.024278
Per Skewness               -0.743341
Per Kurtosis               -0.618627
Current Perfusion Grad     49.346603
Quality of Perfusion        3.094545
Perfusion Amplitude         3.451844
Name: 4570, dtype: float64",no-shock,Slow,no-shock,[1.]
4571,"BPM                        98.846787
EGM Mean RV                 0.136812
EGM STD RV                  0.176255
EGM Skewness RV             1.560993
EGM Kurtosis RV             1.036287
R-R Interval RV           607.000000
Per Mean                   69.872781
Per STD                     9.441635
Per Skewness               -0.793819
Per Kurtosis               -0.501054
Current Perfusion Grad     47.504436
Quality of Perfusion        3.055194
Perfusion Amplitude         3.437437
Name: 4571, dtype: float64",no-shock,Slow,no-shock,[1.]
4572,"BPM                       103.986135
EGM Mean RV                 0.164283
EGM STD RV                  0.216709
EGM Skewness RV             1.292337
EGM Kurtosis RV             0.101159
R-R Interval RV           577.000000
Per Mean                   67.621099
Per STD                     7.009152
Per Skewness               -0.417581
Per Kurtosis               -1.213589
Current Perfusion Grad     37.072735
Quality of Perfusion        3.124489
Perfusion Amplitude         3.000597
Name: 4572, dtype: float64",no-shock,Slow,no-shock,[1.]
4573,"BPM                       101.867572
EGM Mean RV                 0.142158
EGM STD RV                  0.183059
EGM Skewness RV             1.804836
EGM Kurtosis RV             2.126457
R-R Interval RV           589.000000
Per Mean                   66.333032
Per STD                     8.721184
Per Skewness               -0.569006
Per Kurtosis               -0.873640
Current Perfusion Grad     46.090359
Quality of Perfusion        3.122993
Perfusion Amplitude         3.300005
Name: 4573, dtype: float64",no-shock,Slow,no-shock,[1.]
4574,"BPM                       103.986135
EGM Mean RV                 0.111494
EGM STD RV                  0.135220
EGM Skewness RV             1.474144
EGM Kurtosis RV             1.007400
R-R Interval RV           577.000000
Per Mean                   66.289475
Per STD                     8.569192
Per Skewness               -0.447464
Per Kurtosis               -1.097811
Current Perfusion Grad     44.572138
Quality of Perfusion        3.106032
Perfusion Amplitude         3.227657
Name: 4574, dtype: float64",no-shock,Slow,no-shock,[1.]
4575,"BPM                       102.389078
EGM Mean RV                 0.144208
EGM STD RV                  0.183898
EGM Skewness RV             1.318583
EGM Kurtosis RV             0.227838
R-R Interval RV           586.000000
Per Mean                   65.497209
Per STD                    10.311719
Per Skewness               -0.377852
Per Kurtosis               -1.157213
Current Perfusion Grad     49.176208
Quality of Perfusion        3.057280
Perfusion Amplitude         3.404393
Name: 4575, dtype: float64",no-shock,Slow,no-shock,[1.]
4576,"BPM                       103.092784
EGM Mean RV                 0.156111
EGM STD RV                  0.193051
EGM Skewness RV             1.269624
EGM Kurtosis RV             0.165805
R-R Interval RV           582.000000
Per Mean                   69.079668
Per STD                    10.873801
Per Skewness               -0.396823
Per Kurtosis               -1.092272
Current Perfusion Grad     52.268819
Quality of Perfusion        2.976752
Perfusion Amplitude         3.518432
Name: 4576, dtype: float64",no-shock,Slow,no-shock,[1.]
4577,"BPM                       103.626943
EGM Mean RV                 0.142411
EGM STD RV                  0.187949
EGM Skewness RV             1.292833
EGM Kurtosis RV             0.198880
R-R Interval RV           579.000000
Per Mean                   68.378651
Per STD                    11.337537
Per Skewness               -0.262598
Per Kurtosis               -1.352074
Current Perfusion Grad     43.947038
Quality of Perfusion        2.981083
Perfusion Amplitude         3.403654
Name: 4577, dtype: float64",no-shock,Slow,no-shock,[1.]
4578,"BPM                       102.915952
EGM Mean RV                 0.166061
EGM STD RV                  0.203855
EGM Skewness RV             1.312219
EGM Kurtosis RV             0.169799
R-R Interval RV           583.000000
Per Mean                   62.796781
Per STD                    12.925424
Per Skewness               -0.252552
Per Kurtosis               -1.339010
Current Perfusion Grad     54.873819
Quality of Perfusion        3.029219
Perfusion Amplitude         3.586444
Name: 4578, dtype: float64",no-shock,Slow,no-shock,[1.]
4579,"BPM                       101.867572
EGM Mean RV                 0.151808
EGM STD RV                  0.199663
EGM Skewness RV             1.340968
EGM Kurtosis RV             0.251973
R-R Interval RV           589.000000
Per Mean                   69.404381
Per STD                    13.479548
Per Skewness               -0.454949
Per Kurtosis               -1.070324
Current Perfusion Grad     56.350029
Quality of Perfusion        2.857111
Perfusion Amplitude         3.742751
Name: 4579, dtype: float64",no-shock,Slow,no-shock,[1.]
4580,"BPM                       103.806228
EGM Mean RV                 0.141466
EGM STD RV                  0.179745
EGM Skewness RV             1.384018
EGM Kurtosis RV             0.500492
R-R Interval RV           578.000000
Per Mean                   67.235063
Per STD                    10.429813
Per Skewness               -0.256732
Per Kurtosis               -1.364993
Current Perfusion Grad     42.753205
Quality of Perfusion        3.002084
Perfusion Amplitude         3.319350
Name: 4580, dtype: float64",no-shock,Slow,no-shock,[1.]
4581,"BPM                       102.739726
EGM Mean RV                 0.117781
EGM STD RV                  0.137093
EGM Skewness RV             1.329421
EGM Kurtosis RV             0.328720
R-R Interval RV           584.000000
Per Mean                   64.003799
Per STD                    11.030584
Per Skewness               -0.497125
Per Kurtosis               -1.065837
Current Perfusion Grad     50.910009
Quality of Perfusion        3.076274
Perfusion Amplitude         3.488689
Name: 4581, dtype: float64",no-shock,Slow,no-shock,[1.]
4582,"BPM                       103.986135
EGM Mean RV                 0.129026
EGM STD RV                  0.166599
EGM Skewness RV             1.552770
EGM Kurtosis RV             1.355661
R-R Interval RV           577.000000
Per Mean                   66.381792
Per STD                    10.237154
Per Skewness               -0.467372
Per Kurtosis               -1.158073
Current Perfusion Grad     47.684532
Quality of Perfusion        3.107822
Perfusion Amplitude         3.367209
Name: 4582, dtype: float64",no-shock,Slow,no-shock,[1.]
4583,"BPM                       101.867572
EGM Mean RV                 0.165877
EGM STD RV                  0.221304
EGM Skewness RV             1.296914
EGM Kurtosis RV             0.125291
R-R Interval RV           589.000000
Per Mean                   64.428139
Per STD                     9.187074
Per Skewness               -0.266842
Per Kurtosis               -1.399873
Current Perfusion Grad     45.107702
Quality of Perfusion        3.095343
Perfusion Amplitude         3.202433
Name: 4583, dtype: float64",no-shock,Slow,no-shock,[1.]
4584,"BPM                       103.626943
EGM Mean RV                 0.176768
EGM STD RV                  0.213911
EGM Skewness RV             1.378103
EGM Kurtosis RV             0.519197
R-R Interval RV           579.000000
Per Mean                   66.963473
Per STD                    10.172659
Per Skewness               -0.592066
Per Kurtosis               -0.924238
Current Perfusion Grad     50.049961
Quality of Perfusion        3.099084
Perfusion Amplitude         3.396073
Name: 4584, dtype: float64",no-shock,Slow,no-shock,[1.]
4585,"BPM                       102.739726
EGM Mean RV                 0.158186
EGM STD RV                  0.195563
EGM Skewness RV             1.295001
EGM Kurtosis RV             0.177299
R-R Interval RV           584.000000
Per Mean                   66.264986
Per STD                     9.212672
Per Skewness               -0.234055
Per Kurtosis               -1.398974
Current Perfusion Grad     45.184808
Quality of Perfusion        2.996502
Perfusion Amplitude         3.115512
Name: 4585, dtype: float64",no-shock,Slow,no-shock,[1.]
4586,"BPM                       102.564103
EGM Mean RV                 0.147399
EGM STD RV                  0.204680
EGM Skewness RV             1.480158
EGM Kurtosis RV             0.901393
R-R Interval RV           585.000000
Per Mean                   63.388995
Per STD                    11.766877
Per Skewness               -0.392484
Per Kurtosis               -1.156034
Current Perfusion Grad     53.211137
Quality of Perfusion        3.021512
Perfusion Amplitude         3.472842
Name: 4586, dtype: float64",no-shock,Slow,no-shock,[1.]
4587,"BPM                       102.739726
EGM Mean RV                 0.129284
EGM STD RV                  0.151468
EGM Skewness RV             1.362143
EGM Kurtosis RV             0.331112
R-R Interval RV           584.000000
Per Mean                   69.399247
Per STD                    13.023613
Per Skewness               -0.551365
Per Kurtosis               -0.885222
Current Perfusion Grad     56.513902
Quality of Perfusion        2.934377
Perfusion Amplitude         3.690335
Name: 4587, dtype: float64",no-shock,Slow,no-shock,[1.]
4588,"BPM                       103.448276
EGM Mean RV                 0.154561
EGM STD RV                  0.187516
EGM Skewness RV             1.256124
EGM Kurtosis RV             0.036357
R-R Interval RV           580.000000
Per Mean                   67.710197
Per STD                    10.311531
Per Skewness               -0.189830
Per Kurtosis               -1.429414
Current Perfusion Grad     42.556804
Quality of Perfusion        2.935330
Perfusion Amplitude         3.335613
Name: 4588, dtype: float64",no-shock,Slow,no-shock,[1.]
4589,"BPM                       102.564103
EGM Mean RV                 0.147096
EGM STD RV                  0.192171
EGM Skewness RV             1.425003
EGM Kurtosis RV             0.628428
R-R Interval RV           585.000000
Per Mean                   63.354266
Per STD                    11.695331
Per Skewness               -0.498330
Per Kurtosis               -0.995400
Current Perfusion Grad     53.716417
Quality of Perfusion        3.000118
Perfusion Amplitude         3.551659
Name: 4589, dtype: float64",no-shock,Slow,no-shock,[1.]
4590,"BPM                       103.626943
EGM Mean RV                 0.150655
EGM STD RV                  0.194073
EGM Skewness RV             1.357542
EGM Kurtosis RV             0.456099
R-R Interval RV           579.000000
Per Mean                   68.947958
Per STD                    11.455751
Per Skewness               -0.578389
Per Kurtosis               -0.868960
Current Perfusion Grad     52.072568
Quality of Perfusion        2.994818
Perfusion Amplitude         3.578053
Name: 4590, dtype: float64",no-shock,Slow,no-shock,[1.]
4591,"BPM                       102.739726
EGM Mean RV                 0.171294
EGM STD RV                  0.232120
EGM Skewness RV             1.343546
EGM Kurtosis RV             0.221713
R-R Interval RV           584.000000
Per Mean                   66.012868
Per STD                     9.688140
Per Skewness               -0.267007
Per Kurtosis               -1.362827
Current Perfusion Grad     45.800549
Quality of Perfusion        3.076955
Perfusion Amplitude         3.308859
Name: 4591, dtype: float64",no-shock,Slow,no-shock,[1.]
4592,"BPM                       103.092784
EGM Mean RV                 0.154342
EGM STD RV                  0.207487
EGM Skewness RV             1.635378
EGM Kurtosis RV             1.460367
R-R Interval RV           582.000000
Per Mean                   67.030691
Per STD                    10.505633
Per Skewness               -0.556166
Per Kurtosis               -0.931983
Current Perfusion Grad     49.725239
Quality of Perfusion        3.052475
Perfusion Amplitude         3.465229
Name: 4592, dtype: float64",no-shock,Slow,no-shock,[1.]
4593,"BPM                       100.000000
EGM Mean RV                 0.147637
EGM STD RV                  0.181028
EGM Skewness RV             1.217390
EGM Kurtosis RV             0.029545
R-R Interval RV           600.000000
Per Mean                   67.122628
Per STD                     9.255253
Per Skewness               -0.174905
Per Kurtosis               -1.441270
Current Perfusion Grad     37.862211
Quality of Perfusion        2.976582
Perfusion Amplitude         3.149423
Name: 4593, dtype: float64",no-shock,Slow,no-shock,[1.]
4594,"BPM                       106.007067
EGM Mean RV                 0.145117
EGM STD RV                  0.180773
EGM Skewness RV             1.546092
EGM Kurtosis RV             0.969782
R-R Interval RV           566.000000
Per Mean                   62.146709
Per STD                    10.391462
Per Skewness               -0.207077
Per Kurtosis               -1.337695
Current Perfusion Grad     50.272740
Quality of Perfusion        3.027577
Perfusion Amplitude         3.358980
Name: 4594, dtype: float64",no-shock,Slow,no-shock,[1.]
4595,"BPM                       102.915952
EGM Mean RV                 0.162450
EGM STD RV                  0.213035
EGM Skewness RV             1.290002
EGM Kurtosis RV             0.104464
R-R Interval RV           583.000000
Per Mean                   67.400045
Per STD                    11.077635
Per Skewness               -0.362143
Per Kurtosis               -1.135400
Current Perfusion Grad     52.186792
Quality of Perfusion        2.977598
Perfusion Amplitude         3.549377
Name: 4595, dtype: float64",no-shock,Slow,no-shock,[1.]
4596,"BPM                       103.626943
EGM Mean RV                 0.171932
EGM STD RV                  0.224768
EGM Skewness RV             1.290657
EGM Kurtosis RV             0.112791
R-R Interval RV           579.000000
Per Mean                   64.713382
Per STD                     9.930234
Per Skewness               -0.093691
Per Kurtosis               -1.450697
Current Perfusion Grad     43.045795
Quality of Perfusion        2.869545
Perfusion Amplitude         3.302471
Name: 4596, dtype: float64",no-shock,Slow,no-shock,[1.]
